latitude,longitude,elevation,temps,temperature,freqCardiaque
49.390956,1.057121,21.4,2023-11-29 07:48:53+00:00,19,136
49.390674,1.056931,21.6,2023-11-29 07:48:59+00:00,19,133
49.390582,1.056863,21.6,2023-11-29 07:49:01+00:00,19,134
49.390396,1.056747,21.8,2023-11-29 07:49:05+00:00,19,131
49.390264,1.056654,21.8,2023-11-29 07:49:08+00:00,18,133
49.390134,1.056584,21.8,2023-11-29 07:49:11+00:00,18,136
49.389962,1.056452,22.0,2023-11-29 07:49:15+00:00,18,135
49.389661,1.056221,21.2,2023-11-29 07:49:22+00:00,18,139
49.389352,1.055995,21.0,2023-11-29 07:49:30+00:00,18,137
49.389279,1.055954,20.8,2023-11-29 07:49:33+00:00,18,135
49.389255,1.055974,20.8,2023-11-29 07:49:34+00:00,18,135
49.389171,1.056142,20.6,2023-11-29 07:49:39+00:00,18,134
49.389151,1.056196,20.4,2023-11-29 07:49:40+00:00,18,133
49.389086,1.056455,21.2,2023-11-29 07:49:44+00:00,18,132
49.389074,1.056526,21.4,2023-11-29 07:49:45+00:00,18,135
49.389006,1.05661,21.4,2023-11-29 07:49:47+00:00,18,138
49.388965,1.056641,21.4,2023-11-29 07:49:48+00:00,18,137
49.388791,1.056742,20.8,2023-11-29 07:49:52+00:00,18,137
49.388736,1.056847,20.8,2023-11-29 07:49:54+00:00,18,138
49.388712,1.056909,20.8,2023-11-29 07:49:55+00:00,18,140
49.388643,1.057105,20.4,2023-11-29 07:49:58+00:00,18,135
49.388585,1.0573,20.2,2023-11-29 07:50:01+00:00,18,136
49.388562,1.057359,20.4,2023-11-29 07:50:02+00:00,18,135
49.388439,1.057605,20.6,2023-11-29 07:50:07+00:00,18,133
49.388375,1.057789,20.4,2023-11-29 07:50:11+00:00,18,131
49.388274,1.057999,20.8,2023-11-29 07:50:16+00:00,18,131
49.388237,1.058251,21.2,2023-11-29 07:50:21+00:00,18,130
49.388246,1.058548,21.4,2023-11-29 07:50:26+00:00,18,130
49.388265,1.05869,21.4,2023-11-29 07:50:29+00:00,18,134
49.388268,1.058754,21.2,2023-11-29 07:50:30+00:00,18,134
49.388343,1.05903,21.4,2023-11-29 07:50:33+00:00,18,137
49.388364,1.059095,21.4,2023-11-29 07:50:34+00:00,18,136
49.388341,1.059098,21.4,2023-11-29 07:50:36+00:00,18,137
49.388325,1.059101,21.4,2023-11-29 07:50:37+00:00,18,137
49.388281,1.059124,21.2,2023-11-29 07:50:40+00:00,18,140
49.388267,1.059148,21.2,2023-11-29 07:50:41+00:00,18,140
49.388281,1.059218,21.2,2023-11-29 07:50:42+00:00,18,140
49.388305,1.059323,21.2,2023-11-29 07:50:44+00:00,18,138
49.388324,1.05948,21.6,2023-11-29 07:50:47+00:00,18,140
49.388317,1.05958,22.0,2023-11-29 07:50:49+00:00,18,141
49.388257,1.059788,22.4,2023-11-29 07:50:53+00:00,18,141
49.388216,1.059893,22.2,2023-11-29 07:50:55+00:00,18,141
49.388089,1.060413,22.0,2023-11-29 07:51:02+00:00,18,143
49.388037,1.060649,22.2,2023-11-29 07:51:06+00:00,18,140
49.388027,1.0607,22.2,2023-11-29 07:51:07+00:00,18,141
49.387979,1.060808,22.0,2023-11-29 07:51:09+00:00,18,140
49.387905,1.060954,21.8,2023-11-29 07:51:11+00:00,18,141
49.387846,1.061077,21.8,2023-11-29 07:51:13+00:00,18,142
49.387808,1.061204,21.8,2023-11-29 07:51:15+00:00,18,140
49.387798,1.061272,22.0,2023-11-29 07:51:16+00:00,18,140
49.387783,1.061335,22.2,2023-11-29 07:51:17+00:00,18,140
49.387724,1.061671,22.2,2023-11-29 07:51:21+00:00,18,139
49.387691,1.061807,22.4,2023-11-29 07:51:23+00:00,18,136
49.387594,1.062018,22.6,2023-11-29 07:51:27+00:00,18,135
49.387567,1.062063,22.8,2023-11-29 07:51:28+00:00,18,135
49.387466,1.062298,23.0,2023-11-29 07:51:33+00:00,18,136
49.387347,1.062558,23.0,2023-11-29 07:51:39+00:00,18,135
49.387205,1.062912,23.2,2023-11-29 07:51:46+00:00,18,136
49.387055,1.063252,23.2,2023-11-29 07:51:52+00:00,18,135
49.386966,1.063667,23.0,2023-11-29 07:51:58+00:00,18,134
49.386915,1.063979,23.0,2023-11-29 07:52:02+00:00,18,137
49.386895,1.064027,23.0,2023-11-29 07:52:03+00:00,18,136
49.386831,1.064276,23.0,2023-11-29 07:52:07+00:00,18,139
49.386819,1.064342,23.0,2023-11-29 07:52:08+00:00,18,139
49.386725,1.064599,23.0,2023-11-29 07:52:13+00:00,18,135
49.386659,1.064683,23.0,2023-11-29 07:52:15+00:00,18,138
49.386542,1.064895,23.0,2023-11-29 07:52:19+00:00,18,139
49.386407,1.065402,22.4,2023-11-29 07:52:25+00:00,18,140
49.386294,1.065701,22.8,2023-11-29 07:52:31+00:00,18,142
49.386246,1.065857,22.8,2023-11-29 07:52:34+00:00,18,138
49.386204,1.065933,22.8,2023-11-29 07:52:36+00:00,18,135
49.386196,1.066003,22.6,2023-11-29 07:52:37+00:00,18,137
49.386104,1.066233,21.6,2023-11-29 07:52:42+00:00,18,134
49.386096,1.066303,21.6,2023-11-29 07:52:43+00:00,18,133
49.38599,1.066851,21.2,2023-11-29 07:52:51+00:00,18,136
49.385992,1.066985,21.0,2023-11-29 07:52:53+00:00,18,139
49.385958,1.06718,21.0,2023-11-29 07:52:56+00:00,18,138
49.385936,1.067577,21.4,2023-11-29 07:53:00+00:00,18,138
49.385907,1.067662,21.4,2023-11-29 07:53:01+00:00,18,142
49.385824,1.067862,21.4,2023-11-29 07:53:04+00:00,18,140
49.385824,1.068021,21.2,2023-11-29 07:53:06+00:00,18,141
49.385858,1.068188,21.0,2023-11-29 07:53:07+00:00,18,142
49.385927,1.06833,21.0,2023-11-29 07:53:09+00:00,18,142
49.385979,1.068375,20.6,2023-11-29 07:53:11+00:00,18,140
49.386068,1.068476,20.6,2023-11-29 07:53:14+00:00,18,141
49.386212,1.068589,20.2,2023-11-29 07:53:18+00:00,18,137
49.386306,1.068653,20.2,2023-11-29 07:53:20+00:00,18,137
49.386475,1.068794,20.0,2023-11-29 07:53:25+00:00,18,137
49.38657,1.068828,20.0,2023-11-29 07:53:27+00:00,18,139
49.386611,1.068783,20.0,2023-11-29 07:53:29+00:00,18,138
49.386644,1.06876,20.2,2023-11-29 07:53:31+00:00,18,138
49.386677,1.068778,20.2,2023-11-29 07:53:33+00:00,17,139
49.386696,1.068852,20.4,2023-11-29 07:53:37+00:00,17,139
49.386694,1.068852,20.6,2023-11-29 07:53:42+00:00,17,136
49.3867,1.068884,20.6,2023-11-29 07:53:46+00:00,17,136
49.3867,1.068884,20.4,2023-11-29 07:53:49+00:00,18,132
49.3867,1.068884,20.6,2023-11-29 07:53:54+00:00,18,129
49.3867,1.068884,21.0,2023-11-29 07:53:58+00:00,18,128
