latitude,longitude,elevation,temps,temperature,freqCardiaque
49.439782,1.080821,-32.0,2023-11-29 07:29:11+00:00,19,123
49.439733,1.080782,-32.2,2023-11-29 07:29:12+00:00,19,123
49.439526,1.080632,-32.0,2023-11-29 07:29:16+00:00,19,126
49.43947,1.080601,-32.0,2023-11-29 07:29:17+00:00,19,127
49.439264,1.080452,-32.6,2023-11-29 07:29:21+00:00,19,128
49.439169,1.080405,-32.8,2023-11-29 07:29:23+00:00,19,129
49.439125,1.08039,-32.8,2023-11-29 07:29:24+00:00,19,127
49.439042,1.080375,-33.0,2023-11-29 07:29:26+00:00,19,129
49.438999,1.080377,-33.2,2023-11-29 07:29:27+00:00,19,130
49.438959,1.080385,-33.2,2023-11-29 07:29:28+00:00,19,129
49.438885,1.080392,-33.6,2023-11-29 07:29:31+00:00,19,131
49.438863,1.080401,-34.0,2023-11-29 07:29:33+00:00,19,128
49.438862,1.080407,-34.2,2023-11-29 07:29:35+00:00,19,128
49.438864,1.08041,-34.2,2023-11-29 07:29:36+00:00,19,127
49.43887,1.080416,-34.2,2023-11-29 07:29:45+00:00,19,125
49.438881,1.080438,-34.2,2023-11-29 07:29:52+00:00,19,122
49.438881,1.080438,-34.2,2023-11-29 07:29:53+00:00,19,122
49.438872,1.080433,-34.2,2023-11-29 07:30:01+00:00,19,118
49.43882,1.080374,-34.2,2023-11-29 07:30:04+00:00,19,115
49.438796,1.080347,-34.0,2023-11-29 07:30:05+00:00,19,118
49.438769,1.080314,-34.0,2023-11-29 07:30:06+00:00,19,119
49.438714,1.080219,-34.2,2023-11-29 07:30:08+00:00,19,122
49.438662,1.080096,-34.2,2023-11-29 07:30:10+00:00,19,124
49.438592,1.079975,-34.4,2023-11-29 07:30:12+00:00,19,125
49.438464,1.079828,-34.4,2023-11-29 07:30:15+00:00,19,126
49.438167,1.079483,-34.4,2023-11-29 07:30:22+00:00,19,128
49.438097,1.07938,-34.6,2023-11-29 07:30:24+00:00,19,127
49.437958,1.079247,-34.6,2023-11-29 07:30:27+00:00,19,124
49.43777,1.079118,-34.4,2023-11-29 07:30:31+00:00,19,124
49.437712,1.079078,-34.4,2023-11-29 07:30:32+00:00,19,124
49.437567,1.07896,-34.4,2023-11-29 07:30:35+00:00,19,121
49.437357,1.078797,-34.8,2023-11-29 07:30:39+00:00,19,120
49.437165,1.078627,-35.2,2023-11-29 07:30:43+00:00,19,122
49.437022,1.078515,-35.2,2023-11-29 07:30:46+00:00,19,120
49.436804,1.078284,-35.0,2023-11-29 07:30:52+00:00,19,119
49.436629,1.078099,-34.6,2023-11-29 07:30:57+00:00,19,118
49.436355,1.07782,-34.8,2023-11-29 07:31:04+00:00,19,118
49.436148,1.077634,-34.2,2023-11-29 07:31:09+00:00,19,119
49.436062,1.077556,-34.4,2023-11-29 07:31:11+00:00,19,121
49.435745,1.077249,-34.6,2023-11-29 07:31:18+00:00,19,122
49.43539,1.07694,-34.8,2023-11-29 07:31:25+00:00,19,122
49.435176,1.07674,-34.0,2023-11-29 07:31:30+00:00,19,123
49.435032,1.076627,-34.2,2023-11-29 07:31:33+00:00,19,126
49.434937,1.076562,-34.4,2023-11-29 07:31:35+00:00,19,123
49.434898,1.076531,-34.4,2023-11-29 07:31:36+00:00,19,122
49.434773,1.076464,-34.4,2023-11-29 07:31:39+00:00,19,123
49.434635,1.07646,-34.4,2023-11-29 07:31:40+00:00,19,124
49.434442,1.076446,-35.4,2023-11-29 07:31:43+00:00,19,121
49.434422,1.076415,-35.6,2023-11-29 07:31:44+00:00,19,122
49.434392,1.076358,-35.8,2023-11-29 07:31:49+00:00,19,123
49.434409,1.076313,-36.0,2023-11-29 07:31:51+00:00,19,127
49.43445,1.07621,-36.0,2023-11-29 07:31:54+00:00,19,125
49.434453,1.076097,-35.6,2023-11-29 07:31:56+00:00,19,126
49.434388,1.075998,-35.4,2023-11-29 07:31:58+00:00,19,126
49.43414,1.075749,-35.0,2023-11-29 07:32:03+00:00,19,125
49.433813,1.075421,-36.0,2023-11-29 07:32:09+00:00,19,128
49.433739,1.075364,-35.8,2023-11-29 07:32:10+00:00,19,127
49.433629,1.075248,-35.6,2023-11-29 07:32:12+00:00,19,130
49.433408,1.075036,-35.6,2023-11-29 07:32:16+00:00,18,125
49.433355,1.074991,-35.8,2023-11-29 07:32:17+00:00,18,121
49.433303,1.07494,-36.4,2023-11-29 07:32:18+00:00,18,117
49.433252,1.074893,-36.4,2023-11-29 07:32:19+00:00,18,116
49.433148,1.0748,-36.6,2023-11-29 07:32:21+00:00,18,114
49.432968,1.074658,-36.4,2023-11-29 07:32:24+00:00,18,112
49.432572,1.074349,-35.8,2023-11-29 07:32:30+00:00,18,113
49.432261,1.074064,-35.8,2023-11-29 07:32:36+00:00,18,113
49.432207,1.074023,-36.0,2023-11-29 07:32:37+00:00,18,110
49.432152,1.073982,-36.2,2023-11-29 07:32:38+00:00,18,118
49.432102,1.073935,-36.2,2023-11-29 07:32:39+00:00,18,118
49.431823,1.073738,-37.0,2023-11-29 07:32:44+00:00,18,118
49.431643,1.073562,-36.6,2023-11-29 07:32:48+00:00,18,122
49.431528,1.073467,-36.6,2023-11-29 07:32:50+00:00,18,122
49.431263,1.073218,-36.2,2023-11-29 07:32:56+00:00,18,120
49.43086,1.072887,-37.2,2023-11-29 07:33:03+00:00,18,120
49.430571,1.07255,-37.0,2023-11-29 07:33:09+00:00,18,121
49.43037,1.072274,-37.2,2023-11-29 07:33:14+00:00,18,121
49.430253,1.072101,-37.6,2023-11-29 07:33:17+00:00,18,122
49.430181,1.072139,-37.8,2023-11-29 07:33:19+00:00,18,118
49.43004,1.072036,-38.2,2023-11-29 07:33:23+00:00,18,118
49.42999,1.071997,-38.2,2023-11-29 07:33:24+00:00,18,118
49.429912,1.071908,-37.8,2023-11-29 07:33:26+00:00,18,121
49.42988,1.071857,-37.8,2023-11-29 07:33:27+00:00,18,119
49.429786,1.071704,-37.4,2023-11-29 07:33:30+00:00,18,120
49.429677,1.071577,-36.8,2023-11-29 07:33:33+00:00,18,121
49.429549,1.071476,-36.6,2023-11-29 07:33:36+00:00,18,121
49.429469,1.071405,-36.4,2023-11-29 07:33:38+00:00,18,122
49.429262,1.071315,-36.4,2023-11-29 07:33:41+00:00,18,122
49.429163,1.071236,-36.6,2023-11-29 07:33:43+00:00,18,123
49.429025,1.07108,-37.0,2023-11-29 07:33:46+00:00,18,123
49.428945,1.070988,-37.0,2023-11-29 07:33:48+00:00,18,123
49.4289,1.070952,-37.0,2023-11-29 07:33:49+00:00,18,123
49.428783,1.070839,-36.4,2023-11-29 07:33:52+00:00,18,128
49.428746,1.070796,-36.4,2023-11-29 07:33:53+00:00,18,131
49.428711,1.070752,-36.4,2023-11-29 07:33:54+00:00,18,133
49.428642,1.070672,-36.4,2023-11-29 07:33:56+00:00,18,136
49.42851,1.070559,-36.8,2023-11-29 07:33:59+00:00,18,137
49.428454,1.070522,-36.8,2023-11-29 07:34:00+00:00,18,136
49.428419,1.070477,-36.8,2023-11-29 07:34:01+00:00,18,138
49.428206,1.07027,-36.8,2023-11-29 07:34:05+00:00,18,134
49.42811,1.070218,-37.0,2023-11-29 07:34:06+00:00,18,137
49.427905,1.070113,-37.4,2023-11-29 07:34:09+00:00,18,137
49.427845,1.070062,-37.4,2023-11-29 07:34:10+00:00,18,137
49.427666,1.069944,-37.4,2023-11-29 07:34:13+00:00,18,138
49.427441,1.069831,-37.6,2023-11-29 07:34:16+00:00,18,139
49.427138,1.069602,-38.0,2023-11-29 07:34:21+00:00,18,138
49.426974,1.069454,-37.6,2023-11-29 07:34:24+00:00,18,141
49.426867,1.069368,-38.0,2023-11-29 07:34:26+00:00,18,138
49.426761,1.069272,-38.2,2023-11-29 07:34:28+00:00,18,135
49.426316,1.068873,-38.2,2023-11-29 07:34:36+00:00,18,132
49.426066,1.068673,-38.6,2023-11-29 07:34:41+00:00,18,129
49.426026,1.06864,-38.6,2023-11-29 07:34:42+00:00,18,129
49.425988,1.06861,-38.6,2023-11-29 07:34:43+00:00,18,128
49.425879,1.068545,-39.0,2023-11-29 07:34:45+00:00,18,126
49.425766,1.06847,-38.8,2023-11-29 07:34:47+00:00,18,130
49.425715,1.068428,-38.6,2023-11-29 07:34:48+00:00,18,130
49.425558,1.068304,-38.6,2023-11-29 07:34:51+00:00,18,130
49.425399,1.068169,-38.2,2023-11-29 07:34:54+00:00,18,132
49.425294,1.068084,-37.4,2023-11-29 07:34:56+00:00,18,132
49.425047,1.067917,-37.0,2023-11-29 07:35:00+00:00,18,132
49.424708,1.067618,-37.4,2023-11-29 07:35:07+00:00,18,132
49.424462,1.067447,-36.6,2023-11-29 07:35:12+00:00,18,128
49.424278,1.067303,-36.4,2023-11-29 07:35:17+00:00,18,130
49.424244,1.06728,-36.4,2023-11-29 07:35:18+00:00,18,129
49.424091,1.067164,-35.8,2023-11-29 07:35:24+00:00,18,129
49.424043,1.06714,-35.4,2023-11-29 07:35:29+00:00,18,128
49.424041,1.067116,-35.6,2023-11-29 07:35:39+00:00,18,125
49.424039,1.067114,-35.6,2023-11-29 07:35:41+00:00,18,121
49.424033,1.067108,-35.6,2023-11-29 07:35:42+00:00,18,123
49.423977,1.06707,-35.6,2023-11-29 07:35:45+00:00,18,123
49.423928,1.067035,-35.4,2023-11-29 07:35:47+00:00,18,124
49.423831,1.067005,-34.6,2023-11-29 07:35:51+00:00,18,127
49.423821,1.067016,-34.2,2023-11-29 07:35:52+00:00,18,131
49.423771,1.066987,-33.4,2023-11-29 07:35:55+00:00,18,132
49.423597,1.06698,-33.0,2023-11-29 07:36:00+00:00,18,134
49.423466,1.066993,-32.0,2023-11-29 07:36:03+00:00,18,126
49.423329,1.067057,-31.4,2023-11-29 07:36:06+00:00,18,124
49.423064,1.067197,-31.6,2023-11-29 07:36:12+00:00,18,124
49.422999,1.067172,-32.2,2023-11-29 07:36:17+00:00,19,122
49.422991,1.067175,-32.8,2023-11-29 07:36:23+00:00,19,119
49.422994,1.067166,-32.8,2023-11-29 07:36:25+00:00,19,119
49.422975,1.067148,-31.8,2023-11-29 07:36:30+00:00,19,118
49.422924,1.067133,-31.6,2023-11-29 07:36:32+00:00,19,115
49.422885,1.067144,-31.4,2023-11-29 07:36:33+00:00,19,118
49.422847,1.067158,-31.6,2023-11-29 07:36:34+00:00,19,115
49.422752,1.067197,-31.0,2023-11-29 07:36:36+00:00,19,115
49.422705,1.067231,-31.0,2023-11-29 07:36:37+00:00,19,112
49.422597,1.067281,-31.0,2023-11-29 07:36:39+00:00,19,115
49.422554,1.067306,-30.8,2023-11-29 07:36:40+00:00,19,116
49.422469,1.06734,-30.4,2023-11-29 07:36:42+00:00,19,120
49.42225,1.067417,-30.0,2023-11-29 07:36:46+00:00,19,124
49.422202,1.067448,-29.8,2023-11-29 07:36:47+00:00,20,125
49.421933,1.067613,-28.8,2023-11-29 07:36:52+00:00,20,127
49.421726,1.067747,-28.6,2023-11-29 07:36:56+00:00,20,128
49.421627,1.067813,-28.6,2023-11-29 07:36:58+00:00,20,130
49.42126,1.067963,-28.0,2023-11-29 07:37:05+00:00,20,130
49.421211,1.06798,-27.8,2023-11-29 07:37:06+00:00,20,131
49.421097,1.068047,-27.6,2023-11-29 07:37:08+00:00,20,131
49.420928,1.068147,-27.2,2023-11-29 07:37:11+00:00,20,130
49.420704,1.068289,-26.6,2023-11-29 07:37:15+00:00,20,128
49.420591,1.068357,-26.4,2023-11-29 07:37:17+00:00,20,131
49.420535,1.068387,-26.4,2023-11-29 07:37:18+00:00,20,131
49.420135,1.068542,-26.4,2023-11-29 07:37:25+00:00,20,129
49.419785,1.068675,-25.8,2023-11-29 07:37:32+00:00,21,127
49.419428,1.068801,-25.4,2023-11-29 07:37:39+00:00,21,125
49.419168,1.068932,-25.4,2023-11-29 07:37:44+00:00,21,122
49.419036,1.069051,-25.4,2023-11-29 07:37:47+00:00,21,122
49.418733,1.069166,-25.8,2023-11-29 07:37:54+00:00,21,122
49.418568,1.069231,-24.6,2023-11-29 07:37:58+00:00,21,121
49.418465,1.069282,-24.2,2023-11-29 07:38:00+00:00,21,122
49.4183,1.069389,-24.6,2023-11-29 07:38:03+00:00,21,125
49.41814,1.069492,-23.8,2023-11-29 07:38:06+00:00,21,126
49.417967,1.069564,-23.6,2023-11-29 07:38:09+00:00,21,129
49.417909,1.069582,-23.8,2023-11-29 07:38:10+00:00,21,130
49.417862,1.06961,-24.4,2023-11-29 07:38:11+00:00,21,131
49.417787,1.06963,-25.4,2023-11-29 07:38:14+00:00,21,130
49.41777,1.069643,-25.4,2023-11-29 07:38:15+00:00,21,131
49.41763,1.069749,-25.0,2023-11-29 07:38:20+00:00,21,131
49.41749,1.069812,-24.6,2023-11-29 07:38:23+00:00,21,134
49.417434,1.069827,-24.2,2023-11-29 07:38:24+00:00,21,132
49.417376,1.069848,-23.8,2023-11-29 07:38:25+00:00,21,133
49.417028,1.070025,-23.4,2023-11-29 07:38:31+00:00,21,133
49.416556,1.070149,-23.4,2023-11-29 07:38:38+00:00,22,130
49.416429,1.070173,-23.4,2023-11-29 07:38:40+00:00,22,126
49.416366,1.070189,-23.4,2023-11-29 07:38:41+00:00,22,123
49.41619,1.07025,-23.4,2023-11-29 07:38:44+00:00,22,120
49.416135,1.070278,-23.4,2023-11-29 07:38:45+00:00,22,121
49.415899,1.070397,-23.4,2023-11-29 07:38:50+00:00,22,121
49.41585,1.070423,-23.4,2023-11-29 07:38:51+00:00,22,118
49.415589,1.070574,-23.4,2023-11-29 07:38:56+00:00,22,121
49.415533,1.070598,-23.4,2023-11-29 07:38:57+00:00,22,122
49.41537,1.07068,-23.2,2023-11-29 07:39:00+00:00,22,126
49.415078,1.070825,-23.2,2023-11-29 07:39:05+00:00,22,128
49.414678,1.070998,-23.2,2023-11-29 07:39:12+00:00,22,129
49.4145,1.071069,-22.8,2023-11-29 07:39:15+00:00,22,127
49.414282,1.071208,-22.8,2023-11-29 07:39:19+00:00,22,125
49.414229,1.071251,-22.8,2023-11-29 07:39:20+00:00,22,126
49.414018,1.071339,-22.8,2023-11-29 07:39:24+00:00,22,123
49.413811,1.071449,-22.0,2023-11-29 07:39:28+00:00,22,122
49.413578,1.07162,-21.8,2023-11-29 07:39:33+00:00,22,126
49.413542,1.071666,-22.0,2023-11-29 07:39:34+00:00,22,122
49.413449,1.071744,-22.0,2023-11-29 07:39:36+00:00,22,122
49.413049,1.071966,-22.4,2023-11-29 07:39:44+00:00,22,122
49.412848,1.072105,-21.6,2023-11-29 07:39:49+00:00,22,120
49.412621,1.07219,-21.2,2023-11-29 07:39:55+00:00,22,123
49.412588,1.072197,-21.4,2023-11-29 07:39:56+00:00,22,122
49.412504,1.072264,-21.6,2023-11-29 07:40:00+00:00,22,125
49.41249,1.07227,-21.6,2023-11-29 07:40:01+00:00,22,124
49.412472,1.072272,-21.8,2023-11-29 07:40:02+00:00,22,123
49.41244,1.072228,-21.6,2023-11-29 07:40:04+00:00,22,121
49.412431,1.072187,-21.2,2023-11-29 07:40:05+00:00,22,121
49.412391,1.071897,-21.0,2023-11-29 07:40:10+00:00,22,122
49.412336,1.071781,-21.6,2023-11-29 07:40:14+00:00,23,121
49.412228,1.071755,-22.2,2023-11-29 07:40:19+00:00,23,118
49.412028,1.071787,-21.8,2023-11-29 07:40:23+00:00,23,117
49.411879,1.071832,-21.0,2023-11-29 07:40:26+00:00,23,123
49.411837,1.071849,-20.8,2023-11-29 07:40:27+00:00,23,128
49.411739,1.071896,-20.8,2023-11-29 07:40:29+00:00,23,133
49.411695,1.071912,-21.0,2023-11-29 07:40:30+00:00,23,135
49.411607,1.071976,-21.4,2023-11-29 07:40:33+00:00,23,138
49.411591,1.071993,-21.6,2023-11-29 07:40:34+00:00,23,136
49.411481,1.071967,-21.2,2023-11-29 07:40:38+00:00,23,136
49.411446,1.071926,-21.2,2023-11-29 07:40:39+00:00,23,133
49.411289,1.071766,-21.4,2023-11-29 07:40:43+00:00,23,133
49.411143,1.071689,-21.4,2023-11-29 07:40:46+00:00,23,136
49.411046,1.071625,-21.6,2023-11-29 07:40:48+00:00,23,138
49.410776,1.071459,-21.4,2023-11-29 07:40:54+00:00,23,137
49.4106,1.071366,-21.4,2023-11-29 07:40:58+00:00,23,136
49.410505,1.071359,-21.8,2023-11-29 07:41:00+00:00,23,135
49.410273,1.071268,-21.4,2023-11-29 07:41:05+00:00,23,137
49.410189,1.071163,-21.4,2023-11-29 07:41:07+00:00,23,140
49.410044,1.071027,-21.0,2023-11-29 07:41:10+00:00,23,143
49.409999,1.070977,-21.0,2023-11-29 07:41:11+00:00,23,144
49.409952,1.070938,-21.0,2023-11-29 07:41:12+00:00,23,144
49.409864,1.070874,-21.0,2023-11-29 07:41:14+00:00,23,146
49.409714,1.070819,-21.0,2023-11-29 07:41:17+00:00,23,145
49.409492,1.070658,-20.6,2023-11-29 07:41:22+00:00,23,149
49.409445,1.070622,-20.6,2023-11-29 07:41:23+00:00,23,150
49.409399,1.070567,-20.6,2023-11-29 07:41:24+00:00,23,149
49.409177,1.070337,-21.2,2023-11-29 07:41:29+00:00,23,145
49.409031,1.070216,-21.2,2023-11-29 07:41:32+00:00,23,145
49.408778,1.070033,-20.8,2023-11-29 07:41:37+00:00,23,142
49.40859,1.069882,-20.8,2023-11-29 07:41:41+00:00,23,145
49.408542,1.069851,-20.8,2023-11-29 07:41:42+00:00,23,145
49.408348,1.069718,-20.8,2023-11-29 07:41:46+00:00,23,142
49.4081,1.069544,-20.8,2023-11-29 07:41:51+00:00,23,139
49.408052,1.069508,-20.6,2023-11-29 07:41:52+00:00,23,139
49.407948,1.069453,-20.6,2023-11-29 07:41:54+00:00,23,136
49.407845,1.069418,-20.4,2023-11-29 07:41:56+00:00,23,137
49.407695,1.069336,-20.4,2023-11-29 07:41:59+00:00,23,142
49.407643,1.069312,-20.4,2023-11-29 07:42:00+00:00,23,142
49.407275,1.069022,-20.2,2023-11-29 07:42:08+00:00,23,143
49.40702,1.068804,-19.6,2023-11-29 07:42:15+00:00,23,140
49.406975,1.068778,-19.8,2023-11-29 07:42:16+00:00,23,139
49.406856,1.068683,-19.6,2023-11-29 07:42:19+00:00,23,136
49.406697,1.068574,-19.0,2023-11-29 07:42:23+00:00,23,137
49.406622,1.068521,-18.8,2023-11-29 07:42:25+00:00,23,142
49.406587,1.068489,-18.6,2023-11-29 07:42:26+00:00,23,142
49.406483,1.068414,-18.6,2023-11-29 07:42:29+00:00,23,138
49.406419,1.068347,-18.4,2023-11-29 07:42:31+00:00,23,138
49.406314,1.068252,-18.0,2023-11-29 07:42:34+00:00,23,141
49.406213,1.06815,-17.6,2023-11-29 07:42:37+00:00,23,137
49.406176,1.068082,-17.6,2023-11-29 07:42:39+00:00,23,134
49.406038,1.067887,-16.8,2023-11-29 07:42:45+00:00,23,133
49.405977,1.067817,-16.4,2023-11-29 07:42:47+00:00,23,134
49.405814,1.067697,-15.8,2023-11-29 07:42:51+00:00,23,135
49.405735,1.067636,-15.2,2023-11-29 07:42:53+00:00,23,136
49.405642,1.067591,-14.6,2023-11-29 07:42:55+00:00,23,135
49.405444,1.067499,-14.8,2023-11-29 07:42:59+00:00,23,138
49.405348,1.067428,-14.0,2023-11-29 07:43:01+00:00,24,139
49.405234,1.06737,-13.4,2023-11-29 07:43:03+00:00,24,138
49.405084,1.067284,-12.8,2023-11-29 07:43:06+00:00,24,138
49.404955,1.067116,-12.8,2023-11-29 07:43:11+00:00,24,135
49.404888,1.067065,-11.8,2023-11-29 07:43:13+00:00,24,136
49.404737,1.066953,-10.6,2023-11-29 07:43:17+00:00,24,135
49.404623,1.066866,-10.8,2023-11-29 07:43:20+00:00,24,139
49.404584,1.066842,-10.8,2023-11-29 07:43:21+00:00,24,139
49.404544,1.066818,-10.8,2023-11-29 07:43:22+00:00,24,138
49.404155,1.066582,-9.8,2023-11-29 07:43:31+00:00,24,136
49.40407,1.066528,-9.4,2023-11-29 07:43:33+00:00,24,136
49.403916,1.066419,-8.6,2023-11-29 07:43:37+00:00,24,133
49.403855,1.066337,-9.0,2023-11-29 07:43:39+00:00,24,133
49.403802,1.06625,-9.0,2023-11-29 07:43:41+00:00,24,136
49.403707,1.066131,-8.0,2023-11-29 07:43:44+00:00,24,137
49.403626,1.066072,-7.6,2023-11-29 07:43:46+00:00,24,139
49.403438,1.065917,-7.0,2023-11-29 07:43:51+00:00,24,139
49.403406,1.065882,-6.8,2023-11-29 07:43:52+00:00,24,138
49.40329,1.06579,-6.4,2023-11-29 07:43:56+00:00,24,135
49.40319,1.065687,-6.2,2023-11-29 07:43:59+00:00,24,136
49.403105,1.065592,-6.2,2023-11-29 07:44:02+00:00,23,131
49.403018,1.065515,-6.2,2023-11-29 07:44:05+00:00,23,130
49.402933,1.065441,-5.8,2023-11-29 07:44:08+00:00,23,130
49.402839,1.065392,-5.4,2023-11-29 07:44:10+00:00,23,136
49.402809,1.065371,-5.0,2023-11-29 07:44:11+00:00,23,135
49.402786,1.065347,-4.8,2023-11-29 07:44:12+00:00,23,135
49.402532,1.065191,-4.2,2023-11-29 07:44:17+00:00,23,136
49.402305,1.065067,-3.8,2023-11-29 07:44:23+00:00,23,133
49.402202,1.06502,-3.8,2023-11-29 07:44:25+00:00,23,132
49.402144,1.064997,-3.4,2023-11-29 07:44:26+00:00,23,131
49.402052,1.06494,-2.6,2023-11-29 07:44:28+00:00,23,135
49.401917,1.064868,-2.6,2023-11-29 07:44:31+00:00,23,135
49.401711,1.064761,-2.2,2023-11-29 07:44:36+00:00,22,135
49.401664,1.064743,-2.2,2023-11-29 07:44:37+00:00,22,138
49.401616,1.064715,-2.0,2023-11-29 07:44:38+00:00,22,139
49.401454,1.064614,-1.6,2023-11-29 07:44:42+00:00,22,143
49.401389,1.064562,-1.0,2023-11-29 07:44:44+00:00,22,142
49.401267,1.064449,-0.4,2023-11-29 07:44:48+00:00,22,139
49.401185,1.064391,0.0,2023-11-29 07:44:50+00:00,22,139
49.401142,1.064358,0.0,2023-11-29 07:44:51+00:00,22,139
49.401051,1.064303,0.4,2023-11-29 07:44:53+00:00,22,139
49.401004,1.064274,0.4,2023-11-29 07:44:54+00:00,22,134
49.400893,1.064169,0.6,2023-11-29 07:44:57+00:00,22,132
49.400877,1.064075,1.0,2023-11-29 07:44:59+00:00,22,132
49.400861,1.063916,1.6,2023-11-29 07:45:03+00:00,22,132
49.400765,1.063822,2.2,2023-11-29 07:45:06+00:00,22,132
49.400673,1.063698,2.6,2023-11-29 07:45:10+00:00,21,130
49.4005,1.063569,3.2,2023-11-29 07:45:14+00:00,21,130
49.400486,1.063538,3.0,2023-11-29 07:45:15+00:00,21,129
49.400258,1.06337,4.0,2023-11-29 07:45:21+00:00,21,127
49.400178,1.063308,4.2,2023-11-29 07:45:23+00:00,21,126
49.400011,1.063195,4.6,2023-11-29 07:45:27+00:00,21,128
49.399596,1.062964,4.8,2023-11-29 07:45:34+00:00,21,133
49.399523,1.062901,4.6,2023-11-29 07:45:36+00:00,21,132
49.399395,1.062834,4.8,2023-11-29 07:45:38+00:00,21,132
49.399276,1.062779,5.4,2023-11-29 07:45:40+00:00,21,133
49.399223,1.062751,5.6,2023-11-29 07:45:41+00:00,21,133
49.398841,1.06251,6.4,2023-11-29 07:45:48+00:00,21,132
49.398788,1.062471,6.2,2023-11-29 07:45:49+00:00,21,133
49.398659,1.062412,6.4,2023-11-29 07:45:51+00:00,20,135
49.39856,1.062338,6.4,2023-11-29 07:45:53+00:00,20,135
49.39842,1.062302,7.0,2023-11-29 07:45:55+00:00,20,137
49.398321,1.062239,7.2,2023-11-29 07:45:57+00:00,20,138
49.39815,1.062143,7.6,2023-11-29 07:46:00+00:00,20,137
49.397997,1.062038,7.6,2023-11-29 07:46:03+00:00,20,139
49.397899,1.061974,8.2,2023-11-29 07:46:05+00:00,20,139
49.397801,1.061921,8.6,2023-11-29 07:46:07+00:00,20,139
49.397756,1.061895,9.0,2023-11-29 07:46:08+00:00,20,140
49.397545,1.061746,9.4,2023-11-29 07:46:13+00:00,20,137
49.397497,1.061717,9.4,2023-11-29 07:46:14+00:00,20,137
49.397375,1.061611,9.8,2023-11-29 07:46:17+00:00,20,134
49.397296,1.061549,10.0,2023-11-29 07:46:19+00:00,20,132
49.39721,1.061501,10.2,2023-11-29 07:46:21+00:00,20,130
49.397077,1.061423,11.0,2023-11-29 07:46:24+00:00,20,129
49.397031,1.061392,11.2,2023-11-29 07:46:25+00:00,20,130
49.396824,1.061246,11.4,2023-11-29 07:46:30+00:00,20,132
49.396561,1.061068,11.6,2023-11-29 07:46:36+00:00,20,129
49.396532,1.061032,12.0,2023-11-29 07:46:37+00:00,20,130
49.396419,1.060947,12.0,2023-11-29 07:46:41+00:00,20,131
49.396282,1.060875,12.4,2023-11-29 07:46:45+00:00,20,132
49.396245,1.060852,12.6,2023-11-29 07:46:46+00:00,20,132
49.396102,1.06075,13.4,2023-11-29 07:46:50+00:00,20,133
49.395996,1.060668,14.0,2023-11-29 07:46:53+00:00,20,134
49.395941,1.060613,13.8,2023-11-29 07:46:56+00:00,20,137
49.395931,1.06059,14.0,2023-11-29 07:46:57+00:00,20,137
49.395885,1.060491,13.4,2023-11-29 07:47:00+00:00,20,137
49.395858,1.060468,13.2,2023-11-29 07:47:01+00:00,19,137
49.395631,1.06036,14.4,2023-11-29 07:47:07+00:00,19,137
49.395544,1.060307,14.8,2023-11-29 07:47:09+00:00,19,137
49.395317,1.060154,15.0,2023-11-29 07:47:14+00:00,19,142
49.395129,1.060032,15.2,2023-11-29 07:47:18+00:00,19,141
49.394964,1.059921,15.0,2023-11-29 07:47:22+00:00,19,139
49.394656,1.059731,15.8,2023-11-29 07:47:29+00:00,19,136
49.394563,1.059679,16.4,2023-11-29 07:47:31+00:00,19,137
49.39435,1.05954,16.8,2023-11-29 07:47:36+00:00,19,136
49.394311,1.059512,17.0,2023-11-29 07:47:37+00:00,19,138
49.394089,1.059376,17.2,2023-11-29 07:47:42+00:00,19,141
49.393947,1.059288,17.2,2023-11-29 07:47:45+00:00,19,141
49.39362,1.059071,17.8,2023-11-29 07:47:52+00:00,19,141
49.393575,1.059044,18.0,2023-11-29 07:47:53+00:00,19,142
49.393438,1.058952,18.2,2023-11-29 07:47:56+00:00,19,143
49.393345,1.058886,18.2,2023-11-29 07:47:58+00:00,19,138
49.3933,1.058853,18.4,2023-11-29 07:47:59+00:00,19,138
49.393021,1.058667,19.0,2023-11-29 07:48:05+00:00,19,138
49.392977,1.058636,19.2,2023-11-29 07:48:06+00:00,19,141
49.392933,1.058603,19.2,2023-11-29 07:48:07+00:00,19,138
49.392718,1.058443,19.2,2023-11-29 07:48:12+00:00,19,141
49.392626,1.058392,19.2,2023-11-29 07:48:14+00:00,19,140
49.39242,1.058258,19.6,2023-11-29 07:48:19+00:00,19,137
49.392379,1.058229,19.6,2023-11-29 07:48:20+00:00,19,140
49.39234,1.058199,20.0,2023-11-29 07:48:21+00:00,19,139
49.392301,1.05816,19.8,2023-11-29 07:48:22+00:00,19,142
49.392262,1.058123,19.8,2023-11-29 07:48:23+00:00,19,139
49.39218,1.058056,19.8,2023-11-29 07:48:25+00:00,19,138
49.392106,1.058002,20.0,2023-11-29 07:48:27+00:00,19,138
49.391879,1.057843,20.0,2023-11-29 07:48:33+00:00,19,137
49.391792,1.057778,20.2,2023-11-29 07:48:35+00:00,19,136
49.391748,1.057739,20.6,2023-11-29 07:48:36+00:00,19,135
49.391658,1.057647,21.0,2023-11-29 07:48:38+00:00,19,138
49.391609,1.057609,21.4,2023-11-29 07:48:39+00:00,19,140
49.391325,1.057397,22.0,2023-11-29 07:48:45+00:00,19,140
49.391001,1.057152,21.2,2023-11-29 07:48:52+00:00,19,137
