latitude,longitude,elevation,temps,temperature,freqCard,vitesseInst,distCum,tempsCum
49.457726,1.075652,124.4,2023-11-05 15:21:44+00:00,21,133,20.219199262768903,3897.8202244237864,957.0
49.457749,1.075933,123.4,2023-11-05 15:21:50+00:00,21,133,18.81013715101933,3929.1704530088186,963.0
49.457781,1.076199,122.2,2023-11-05 15:21:56+00:00,21,134,17.874621634128122,3958.961489065699,969.0
49.457843,1.076426,121.2,2023-11-05 15:22:02+00:00,21,134,15.699287068319572,3985.1269675128983,975.0
49.457862,1.076501,120.8,2023-11-05 15:22:04+00:00,21,135,15.4853566422284,3993.7299434252473,977.0
49.457904,1.076664,120.0,2023-11-05 15:22:08+00:00,21,135,16.844921453038847,4012.4465228175127,981.0
49.457923,1.076744,119.6,2023-11-05 15:22:10+00:00,21,135,16.45731007044174,4021.589472856647,983.0
49.457961,1.076904,119.0,2023-11-05 15:22:14+00:00,21,135,16.457310035920184,4039.875372896558,987.0
49.457994,1.077047,118.4,2023-11-05 15:22:17+00:00,21,135,19.582359816035023,4056.1940060765874,990.0
49.458019,1.077185,117.8,2023-11-05 15:22:20+00:00,21,135,18.71349565167619,4071.7885857863175,993.0
49.458036,1.077413,116.8,2023-11-05 15:22:25+00:00,21,136,18.304410946655796,4097.211378767784,998.0
49.458029,1.07746,116.6,2023-11-05 15:22:26+00:00,21,136,19.021632030505124,4102.495165442924,999.0
49.457988,1.077663,115.6,2023-11-05 15:22:31+00:00,21,135,16.580303740896387,4125.523365083058,1004.0
49.45798,1.077696,115.4,2023-11-05 15:22:32+00:00,21,135,13.592453731206334,4129.29904667506,1005.0
49.457894,1.077893,114.4,2023-11-05 15:22:38+00:00,21,133,14.340635980323626,4153.200106642266,1011.0
49.457872,1.077919,114.2,2023-11-05 15:22:39+00:00,21,133,13.632779251461901,4156.986989767673,1012.0
49.457703,1.078015,113.2,2023-11-05 15:22:44+00:00,21,132,15.55869220278856,4178.596284493768,1017.0
49.457522,1.07797,112.0,2023-11-05 15:22:50+00:00,22,133,12.441308908093195,4199.33179934059,1023.0
49.457348,1.077901,111.2,2023-11-05 15:22:55+00:00,22,135,14.983542648718478,4220.142275241587,1028.0
49.457322,1.077881,111.0,2023-11-05 15:22:56+00:00,22,135,13.129413510391034,4223.78933455003,1029.0
49.457294,1.077862,110.8,2023-11-05 15:22:57+00:00,22,136,13.543708449538643,4227.551475786013,1030.0
49.457147,1.077787,109.8,2023-11-05 15:23:02+00:00,22,137,13.21028577110119,4245.899094912542,1035.0
49.457088,1.077735,109.4,2023-11-05 15:23:04+00:00,22,138,15.739251942387169,4254.643123769423,1037.0
49.456981,1.07764,108.6,2023-11-05 15:23:08+00:00,22,138,14.318115877604908,4270.552141411206,1041.0
49.456931,1.077592,108.2,2023-11-05 15:23:10+00:00,22,138,13.871358769746204,4278.258451838843,1043.0
49.456881,1.077537,107.6,2023-11-05 15:23:12+00:00,22,138,14.876092370349623,4286.522947600149,1045.0
49.456718,1.077376,106.6,2023-11-05 15:23:18+00:00,22,138,15.283951159254118,4311.996199532239,1051.0
49.456688,1.077339,106.4,2023-11-05 15:23:19+00:00,22,138,19.066644509826272,4317.292489673858,1052.0
49.456562,1.0772,105.4,2023-11-05 15:23:24+00:00,22,137,15.018815051501718,4338.151955023166,1057.0
49.456473,1.077096,104.8,2023-11-05 15:23:27+00:00,22,137,18.26349138506911,4353.37153117739,1060.0
49.456423,1.077018,104.4,2023-11-05 15:23:29+00:00,22,136,18.54299946811376,4363.6731975485645,1062.0
49.456334,1.076884,103.6,2023-11-05 15:23:33+00:00,22,136,16.097593741012094,4381.559412816356,1066.0
49.456313,1.076845,103.4,2023-11-05 15:23:34+00:00,22,136,17.730449052269762,4386.484537553098,1067.0
49.456216,1.076685,102.4,2023-11-05 15:23:39+00:00,22,136,14.979134199330524,4407.288890607723,1072.0
49.456156,1.076587,101.6,2023-11-05 15:23:42+00:00,22,136,15.331973972031031,4420.065535584416,1075.0
49.456115,1.076518,101.2,2023-11-05 15:23:44+00:00,22,136,16.063783230861684,4428.989859601561,1077.0
49.456018,1.076352,100.2,2023-11-05 15:23:49+00:00,22,136,15.391938402372098,4450.3675518270775,1082.0
49.455997,1.076319,100.0,2023-11-05 15:23:50+00:00,22,136,15.657091966348746,4454.716744039953,1083.0
49.455905,1.076137,99.0,2023-11-05 15:23:55+00:00,22,135,16.326229426804538,4477.392062688292,1088.0
49.455817,1.075949,98.0,2023-11-05 15:24:00+00:00,22,134,16.618119333587725,4500.472783984941,1093.0
49.455787,1.075876,97.6,2023-11-05 15:24:02+00:00,22,134,15.7963075542694,4509.24851040398,1095.0
49.455734,1.075762,97.0,2023-11-05 15:24:05+00:00,23,134,16.774510799052386,4523.22726940319,1098.0
49.455655,1.075571,95.8,2023-11-05 15:24:10+00:00,23,133,16.547488095387834,4546.209891757895,1103.0
49.455592,1.075382,94.8,2023-11-05 15:24:15+00:00,23,133,15.949621028632267,4568.362143186551,1108.0
49.455554,1.075264,94.0,2023-11-05 15:24:18+00:00,23,134,16.54122650186751,4582.146498604774,1111.0
49.45553,1.07518,93.6,2023-11-05 15:24:20+00:00,23,134,17.48521141263635,4591.860504945127,1113.0
49.455487,1.074955,92.6,2023-11-05 15:24:25+00:00,23,134,18.33947339419516,4617.331995770398,1118.0
49.455441,1.074739,91.4,2023-11-05 15:24:30+00:00,23,135,17.68069923826159,4641.888522490206,1123.0
49.455429,1.074697,91.2,2023-11-05 15:24:31+00:00,23,135,17.485211631194534,4646.745525721093,1124.0
49.455393,1.074583,90.4,2023-11-05 15:24:34+00:00,23,134,15.95165676083363,4660.038573021788,1127.0
49.455382,1.074535,90.2,2023-11-05 15:24:35+00:00,23,134,19.712401411911046,4665.514240080652,1128.0
49.45534,1.074411,89.6,2023-11-05 15:24:38+00:00,23,134,17.468828007439097,4680.071596753518,1131.0
49.455332,1.074368,89.4,2023-11-05 15:24:39+00:00,23,134,17.508236495492014,4684.934995780043,1132.0
49.455318,1.074319,89.2,2023-11-05 15:24:40+00:00,23,134,20.39941375767596,4690.60149960162,1133.0
49.455226,1.074135,88.0,2023-11-05 15:24:45+00:00,23,135,16.46929594440405,4713.475521746625,1138.0
49.455202,1.074098,87.8,2023-11-05 15:24:46+00:00,23,135,17.65325023765902,4718.379202368197,1139.0
49.455117,1.073953,87.0,2023-11-05 15:24:50+00:00,23,135,16.81965932445923,4737.067712728707,1143.0
49.455071,1.073881,86.4,2023-11-05 15:24:52+00:00,23,135,17.100027016253676,4746.567727737737,1145.0
49.455018,1.073779,85.8,2023-11-05 15:24:55+00:00,23,135,15.337363902292811,4759.348864322981,1148.0
49.454925,1.073586,84.6,2023-11-05 15:25:00+00:00,23,134,17.151416048384785,4783.170275501293,1153.0
49.454825,1.073384,83.4,2023-11-05 15:25:05+00:00,23,134,18.044772878573884,4808.232460054868,1158.0
49.454766,1.073275,82.8,2023-11-05 15:25:08+00:00,23,133,16.53761331068595,4822.01380448044,1161.0
49.454735,1.073206,82.2,2023-11-05 15:25:10+00:00,23,133,15.139746712884854,4830.424774876487,1163.0
49.454651,1.073052,81.0,2023-11-05 15:25:15+00:00,23,133,14.043581062186046,4849.929748573968,1168.0
49.454631,1.073021,80.6,2023-11-05 15:25:16+00:00,23,133,14.767063872919069,4854.03171076089,1169.0
49.454495,1.072902,79.8,2023-11-05 15:25:21+00:00,23,133,14.466467078273784,4874.124026147381,1174.0
49.454468,1.07288,79.6,2023-11-05 15:25:22+00:00,23,133,13.940299817684023,4877.9963316522935,1175.0
49.454366,1.072746,78.6,2023-11-05 15:25:26+00:00,23,134,16.852047248457136,4896.720828595024,1179.0
49.454246,1.072558,77.6,2023-11-05 15:25:31+00:00,23,135,17.855244073469347,4921.519778697065,1184.0
49.454203,1.072421,76.8,2023-11-05 15:25:34+00:00,23,133,19.15943350182053,4937.485973281915,1187.0
49.454214,1.07241,74.2,2023-11-05 15:25:47+00:00,23,135,0.4789760170857848,4939.21560889917,1200.0
49.454202,1.072396,74.0,2023-11-05 15:25:48+00:00,23,134,7.38065175938741,4941.265789943444,1201.0
49.454082,1.07223,73.0,2023-11-05 15:25:53+00:00,23,132,16.397906438980282,4964.040659997584,1206.0
49.453973,1.072085,61.6,2023-11-05 15:25:57+00:00,23,131,18.152547270287755,4984.21015696457,1210.0
49.453945,1.072052,56.2,2023-11-05 15:25:58+00:00,23,129,17.32305727000346,4989.022117317349,1211.0
49.453918,1.07202,53.4,2023-11-05 15:25:59+00:00,23,130,16.758950540586444,4993.6773813564005,1212.0
49.453891,1.071992,51.8,2023-11-05 15:26:00+00:00,23,129,15.569343931901043,4998.002199115262,1213.0
49.453836,1.071934,50.4,2023-11-05 15:26:02+00:00,23,128,15.996977529212133,5006.889408853713,1215.0
49.453756,1.071854,49.2,2023-11-05 15:26:05+00:00,23,129,15.0950030371588,5019.468578051345,1218.0
49.453655,1.071747,48.4,2023-11-05 15:26:09+00:00,23,131,14.723824440464679,5035.828382985194,1222.0
49.453583,1.071662,48.0,2023-11-05 15:26:12+00:00,23,132,14.862876659686904,5048.214113534934,1225.0
49.453532,1.071612,47.6,2023-11-05 15:26:14+00:00,24,133,14.29375740205497,5056.155089869409,1227.0
49.453494,1.071558,46.6,2023-11-05 15:26:16+00:00,24,134,13.215255613931294,5063.4968985438145,1229.0
49.453376,1.071402,46.4,2023-11-05 15:26:21+00:00,24,134,15.658938414909567,5085.245424120078,1234.0
49.453306,1.07131,45.4,2023-11-05 15:26:24+00:00,24,134,15.424340920930076,5098.0990415541855,1237.0
49.453177,1.071154,44.8,2023-11-05 15:26:29+00:00,24,135,16.20528691050707,5120.606384485445,1242.0
49.453023,1.070971,44.6,2023-11-05 15:26:35+00:00,24,136,15.955916698632075,5147.199578983165,1248.0
49.452976,1.07092,44.6,2023-11-05 15:26:37+00:00,24,136,13.88018248588068,5154.910791475321,1250.0
49.45288,1.070724,44.6,2023-11-05 15:26:43+00:00,24,136,14.560321267419308,5179.177993587687,1256.0
49.452854,1.070604,44.4,2023-11-05 15:26:46+00:00,24,136,16.383469745990737,5192.830885042679,1259.0
49.452846,1.070567,44.4,2023-11-05 15:26:47+00:00,24,136,15.153298662936622,5197.040134671272,1260.0
49.452826,1.070491,44.4,2023-11-05 15:26:49+00:00,24,136,15.729184701819596,5205.778570616728,1262.0
49.452792,1.070251,44.2,2023-11-05 15:26:54+00:00,24,137,19.406270888865944,5232.731724629041,1267.0
49.452772,1.069964,43.8,2023-11-05 15:27:00+00:00,24,138,19.19418653598918,5264.722035522356,1273.0
49.452762,1.069928,43.8,2023-11-05 15:27:01+00:00,24,138,14.956320351836712,5268.876568953422,1274.0
49.452706,1.069783,43.4,2023-11-05 15:27:05+00:00,24,137,15.555182425200384,5286.160104981423,1278.0
49.452641,1.069711,43.2,2023-11-05 15:27:08+00:00,24,136,12.94207654286289,5296.945168767142,1281.0
49.452461,1.069508,42.6,2023-11-05 15:27:15+00:00,24,137,15.51392128910196,5327.111126829284,1288.0
49.452398,1.069454,42.4,2023-11-05 15:27:17+00:00,24,137,16.60603068611219,5336.33669943268,1290.0
49.452248,1.069343,41.8,2023-11-05 15:27:22+00:00,24,136,14.93788834935079,5357.083766584556,1295.0
49.452093,1.069198,41.4,2023-11-05 15:27:28+00:00,24,137,14.15934909713945,5380.682681746454,1301.0
49.452041,1.069135,41.0,2023-11-05 15:27:30+00:00,24,137,16.348857250796968,5389.765380219119,1303.0
49.45191,1.068912,40.4,2023-11-05 15:27:36+00:00,24,135,17.254303325176707,5418.522552427747,1309.0
49.451891,1.068845,40.2,2023-11-05 15:27:38+00:00,24,135,13.9387144934672,5426.266282701895,1311.0
49.451813,1.068662,39.6,2023-11-05 15:27:43+00:00,25,134,15.925949773392201,5448.385657387162,1316.0
49.451735,1.068547,39.2,2023-11-05 15:27:47+00:00,25,135,13.905402845865904,5463.836104993679,1320.0
49.451713,1.068515,39.0,2023-11-05 15:27:48+00:00,25,136,15.54404002748846,5468.153893890204,1321.0
49.451569,1.068319,38.4,2023-11-05 15:27:54+00:00,25,137,16.22536486126979,5495.196168658987,1327.0
49.45154,1.068226,38.0,2023-11-05 15:27:56+00:00,25,137,19.49772294804286,5506.028236963455,1329.0
49.451489,1.068057,37.6,2023-11-05 15:28:00+00:00,25,137,17.665821797932736,5525.656927850047,1333.0
49.451462,1.067903,37.2,2023-11-05 15:28:04+00:00,25,138,15.646609838998277,5543.042049893379,1337.0
49.451457,1.067861,37.0,2023-11-05 15:28:05+00:00,25,138,16.93135009045615,5547.745202696284,1338.0
49.451486,1.06756,36.4,2023-11-05 15:28:11+00:00,25,139,20.174760497644485,5581.369803525691,1344.0
49.451513,1.067427,36.0,2023-11-05 15:28:14+00:00,25,139,18.108583077229547,5596.460289423382,1347.0
49.451537,1.067321,35.6,2023-11-05 15:28:17+00:00,25,139,14.501878540480403,5608.545188207116,1350.0
49.451542,1.067288,35.6,2023-11-05 15:28:18+00:00,25,138,13.360674329369914,5612.256486631941,1351.0
49.451564,1.067111,35.0,2023-11-05 15:28:23+00:00,25,137,14.279685279820404,5632.089382853914,1356.0
49.451559,1.066852,34.2,2023-11-05 15:28:29+00:00,25,139,17.282910114606253,5660.8942330449245,1362.0
49.45155,1.066713,33.8,2023-11-05 15:28:32+00:00,25,139,18.58613788019733,5676.382681278422,1365.0
49.45154,1.066653,33.8,2023-11-05 15:28:33+00:00,25,139,24.349289966701612,5683.146372935839,1366.0
49.451526,1.066595,33.6,2023-11-05 15:28:34+00:00,25,139,23.884069686728466,5689.780836737708,1367.0
49.451428,1.066344,33.0,2023-11-05 15:28:39+00:00,26,140,21.572018463806156,5719.7419734929945,1372.0
49.451403,1.066312,32.8,2023-11-05 15:28:40+00:00,26,140,16.254338350987595,5724.25706747938,1373.0
49.451375,1.066282,32.6,2023-11-05 15:28:41+00:00,26,140,16.425685545315133,5728.819757908634,1374.0
49.451194,1.066194,32.0,2023-11-05 15:28:46+00:00,26,140,16.110572110132377,5751.195552506039,1379.0
49.451144,1.0662,31.8,2023-11-05 15:28:48+00:00,26,140,10.077619846490197,5756.794230198534,1381.0
49.450953,1.066229,31.0,2023-11-05 15:28:54+00:00,26,139,12.886802456621906,5778.272234292904,1387.0
49.450852,1.066246,30.6,2023-11-05 15:28:56+00:00,26,139,20.4961405202849,5789.658979026395,1389.0
49.450654,1.066303,29.8,2023-11-05 15:29:02+00:00,26,138,13.74424737931119,5812.566057991914,1395.0
49.45063,1.066293,29.6,2023-11-05 15:29:03+00:00,26,138,10.406309454787422,5815.456699507133,1396.0
49.450538,1.06622,29.0,2023-11-05 15:29:07+00:00,26,137,11.751970781162619,5828.514444819536,1400.0
49.450452,1.066139,28.6,2023-11-05 15:29:10+00:00,26,138,15.762402523896945,5841.649780256117,1403.0
49.450422,1.066031,28.2,2023-11-05 15:29:13+00:00,26,139,14.956321696850477,5854.1133816701595,1406.0
49.450408,1.065845,27.6,2023-11-05 15:29:17+00:00,26,140,18.666665970533778,5874.85412163742,1410.0
49.450406,1.065799,27.4,2023-11-05 15:29:18+00:00,26,141,18.43127004216939,5879.973918871356,1411.0
49.450376,1.065616,26.8,2023-11-05 15:29:23+00:00,26,142,14.846540822598996,5900.5941144582985,1416.0
49.45036,1.06555,26.4,2023-11-05 15:29:25+00:00,26,142,13.592456709790735,5908.145479297071,1418.0
49.450326,1.065452,26.2,2023-11-05 15:29:28+00:00,26,141,13.840898608458756,5919.679561470786,1421.0
49.45032,1.065212,25.4,2023-11-05 15:29:34+00:00,26,142,16.01707069776049,5946.3746793003875,1427.0
49.450319,1.065162,25.2,2023-11-05 15:29:35+00:00,26,142,20.019088030071043,5951.935537086519,1428.0
49.450332,1.064944,24.8,2023-11-05 15:29:40+00:00,26,141,17.48415000944714,5976.219078766307,1433.0
49.450306,1.064846,24.4,2023-11-05 15:29:43+00:00,26,140,13.528755373939164,5987.493041577923,1436.0
49.450271,1.064723,24.0,2023-11-05 15:29:46+00:00,26,139,17.063676087043465,6001.712771650459,1439.0
49.450121,1.064494,23.2,2023-11-05 15:29:52+00:00,26,140,18.263056289223634,6032.151198799165,1445.0
49.449969,1.064318,22.4,2023-11-05 15:29:58+00:00,26,141,15.5139557836486,6058.007791771913,1451.0
49.44994,1.064306,22.2,2023-11-05 15:29:59+00:00,26,141,12.561503166222856,6061.497098206974,1452.0
49.449912,1.06429,22.2,2023-11-05 15:30:00+00:00,26,141,12.907664221824724,6065.082560490815,1453.0
49.44974,1.064262,21.2,2023-11-05 15:30:06+00:00,26,141,11.62442086757423,6084.456595270105,1459.0
49.449671,1.06427,21.0,2023-11-05 15:30:08+00:00,26,140,13.900557042695883,6092.179126960492,1461.0
49.449587,1.064243,20.6,2023-11-05 15:30:11+00:00,26,139,11.771386497060158,6101.988615708042,1464.0
49.449473,1.06417,19.8,2023-11-05 15:30:16+00:00,26,139,10.836432547014368,6117.039216467784,1469.0
49.449455,1.06416,19.8,2023-11-05 15:30:17+00:00,26,139,8.241630880979608,6119.328558379168,1470.0
49.449384,1.064085,3.6,2023-11-05 15:31:13+00:00,27,120,0.738184355662287,6130.811426133914,1526.0
49.449341,1.064005,3.4,2023-11-05 15:31:17+00:00,27,119,9.088900489238677,6140.91020445529,1530.0
49.449328,1.063877,3.0,2023-11-05 15:31:20+00:00,27,124,17.16737175870342,6155.216347587543,1533.0
49.449338,1.063802,3.6,2023-11-05 15:31:22+00:00,27,127,15.144115589967699,6163.629745137525,1535.0
49.449351,1.063726,4.4,2023-11-05 15:31:24+00:00,27,132,15.432322115683265,6172.203257424016,1537.0
49.449353,1.063667,5.0,2023-11-05 15:31:26+00:00,27,134,11.815681700074888,6178.767525035169,1539.0
49.44936,1.063623,5.8,2023-11-05 15:31:28+00:00,27,133,8.917351508689991,6183.721609206663,1541.0
49.44936,1.063612,6.0,2023-11-05 15:31:29+00:00,27,133,4.403319095108593,6184.944753399748,1542.0
49.44935,1.063595,8.2,2023-11-05 15:31:45+00:00,27,139,0.49342716639276163,6187.13776302816,1558.0
49.449339,1.063611,8.2,2023-11-05 15:31:46+00:00,27,139,7.7720240052757275,6189.296658585182,1559.0
49.44926,1.063697,7.8,2023-11-05 15:31:50+00:00,27,135,11.685644088872785,6202.280707572818,1563.0
49.449211,1.063741,7.6,2023-11-05 15:31:52+00:00,27,136,13.179858717700121,6209.602851304873,1565.0
49.449046,1.063866,7.8,2023-11-05 15:31:59+00:00,27,133,11.836336026674266,6232.617949134517,1572.0
49.449026,1.063887,8.0,2023-11-05 15:32:00+00:00,27,131,11.607798587074859,6235.842337630927,1573.0
49.448947,1.064101,7.8,2023-11-05 15:32:07+00:00,27,131,13.044774579577956,6261.207177091218,1580.0
49.448896,1.064396,7.4,2023-11-05 15:32:14+00:00,27,133,17.12001995770414,6294.496104786754,1587.0
49.448844,1.064624,7.0,2023-11-05 15:32:19+00:00,27,134,18.722325172344313,6320.4993341927875,1592.0
49.448824,1.06466,6.8,2023-11-05 15:32:20+00:00,27,134,16.484763311769772,6325.078435112723,1593.0
49.448682,1.064762,6.4,2023-11-05 15:32:25+00:00,27,135,13.995922155891297,6344.5172158847945,1598.0
49.448479,1.064773,6.2,2023-11-05 15:32:32+00:00,27,137,11.623779387616475,6367.119009138493,1605.0
49.448449,1.064764,6.0,2023-11-05 15:32:33+00:00,27,138,12.535832295158178,6370.601184776037,1606.0
49.448269,1.06472,5.8,2023-11-05 15:32:40+00:00,27,140,10.594818453619748,6391.202220658076,1613.0
49.448243,1.064714,5.8,2023-11-05 15:32:41+00:00,27,140,10.679631626184953,6394.168784998683,1614.0
49.448059,1.064697,5.8,2023-11-05 15:32:47+00:00,27,141,12.326092659725086,6414.712272764891,1620.0
49.448028,1.064699,5.6,2023-11-05 15:32:48+00:00,27,141,12.433014889915517,6418.16588801209,1621.0
49.447826,1.06469,5.6,2023-11-05 15:32:54+00:00,27,143,13.4878704528177,6440.64567210012,1627.0
49.447794,1.064685,5.6,2023-11-05 15:32:55+00:00,27,143,12.962895476940218,6444.246476399269,1628.0
49.447604,1.064684,5.8,2023-11-05 15:33:01+00:00,27,145,12.674208750768962,6465.370157650551,1634.0
49.447568,1.064681,5.8,2023-11-05 15:33:02+00:00,27,145,14.458334281271616,6469.38636161757,1635.0
49.447371,1.064663,6.0,2023-11-05 15:33:08+00:00,27,146,13.195730338791352,6491.379245515556,1641.0
49.447338,1.064649,6.0,2023-11-05 15:33:09+00:00,27,146,14.347475586297236,6495.364655400639,1642.0
49.447158,1.06458,5.8,2023-11-05 15:33:15+00:00,27,147,12.859217765230404,6516.796685009356,1648.0
49.447119,1.064573,5.6,2023-11-05 15:33:16+00:00,27,147,15.858593600738875,6521.201849898451,1649.0
49.446921,1.064587,5.8,2023-11-05 15:33:23+00:00,27,147,11.349139828168644,6543.269621786557,1656.0
49.446779,1.064588,6.2,2023-11-05 15:33:31+00:00,27,147,7.104305549116112,6559.056967451259,1664.0
49.446684,1.064549,7.0,2023-11-05 15:33:37+00:00,27,148,6.850400325456447,6570.47430132702,1670.0
49.446646,1.064529,7.0,2023-11-05 15:33:39+00:00,27,148,8.593681126166961,6575.248568619335,1672.0
49.446494,1.06449,7.6,2023-11-05 15:33:47+00:00,27,150,7.850824628936402,6592.694845572527,1680.0
49.446379,1.064456,7.6,2023-11-05 15:33:52+00:00,26,151,9.599377767098279,6606.027314693497,1685.0
49.446287,1.064442,7.6,2023-11-05 15:33:56+00:00,26,152,9.31136117630105,6616.373271556054,1689.0
49.446145,1.064522,7.6,2023-11-05 15:34:02+00:00,26,153,10.872416065062586,6634.493964997824,1695.0
49.445946,1.064649,7.6,2023-11-05 15:34:07+00:00,26,153,18.897689964488276,6660.740756615169,1700.0
49.445908,1.06466,7.6,2023-11-05 15:34:08+00:00,26,152,15.833446590269492,6665.138936223577,1701.0
49.445708,1.064691,7.6,2023-11-05 15:34:13+00:00,26,152,16.200541089925757,6687.639687737363,1706.0
49.445603,1.06469,7.6,2023-11-05 15:34:16+00:00,26,152,14.008777371242026,6699.313668880064,1709.0
49.445426,1.064791,7.8,2023-11-05 15:34:22+00:00,26,152,13.594417967900286,6721.971032159898,1715.0
49.445381,1.06474,7.8,2023-11-05 15:34:24+00:00,26,152,13.612173184874568,6729.533350595939,1717.0
49.445338,1.064637,7.8,2023-11-05 15:34:27+00:00,26,152,14.892899345958524,6741.944100050904,1720.0
49.445332,1.064596,7.8,2023-11-05 15:34:28+00:00,26,152,16.587122394587063,6746.5516340494005,1721.0
49.445276,1.064363,7.8,2023-11-05 15:34:33+00:00,26,152,19.185091653624166,6773.197594679434,1726.0
49.445222,1.064251,7.8,2023-11-05 15:34:37+00:00,26,152,12.442799283074512,6787.022927216183,1730.0
49.44494,1.063919,6.4,2023-11-05 15:35:16+00:00,27,138,4.470746877291142,6835.456018386837,1769.0
49.44494,1.063919,6.4,2023-11-05 15:35:17+00:00,27,138,0.0,6835.456018386837,1770.0
49.44488,1.063933,6.0,2023-11-05 15:35:20+00:00,27,137,8.219744324713997,6842.305805324098,1773.0
49.44482,1.063966,5.4,2023-11-05 15:35:23+00:00,27,134,9.135847606539222,6849.9190116628815,1776.0
49.444751,1.063976,6.0,2023-11-05 15:35:28+00:00,27,135,5.580934630737672,6857.670309761128,1781.0
49.444664,1.06417,5.6,2023-11-05 15:35:33+00:00,27,137,17.021513233673655,6881.311300363453,1786.0
49.444584,1.064468,5.0,2023-11-05 15:35:39+00:00,27,133,20.585375070190132,6915.620258813769,1792.0
49.444571,1.064523,5.0,2023-11-05 15:35:40+00:00,27,132,22.623040020967434,6921.904436597371,1793.0
49.444562,1.064583,4.8,2023-11-05 15:35:41+00:00,27,132,24.28671255774816,6928.65074564119,1794.0
49.444511,1.064883,4.4,2023-11-05 15:35:46+00:00,27,135,24.362575689601414,6962.487656321192,1799.0
49.44447,1.065187,4.6,2023-11-05 15:35:52+00:00,27,136,20.46551941702185,6996.596855349561,1805.0
49.444459,1.065284,4.2,2023-11-05 15:35:54+00:00,27,137,19.539028897617005,7007.451871403793,1807.0
49.444447,1.065421,3.6,2023-11-05 15:35:57+00:00,27,139,18.35041365051868,7022.743882779226,1810.0
49.444439,1.065643,4.0,2023-11-05 15:36:02+00:00,27,141,17.784929572835495,7047.445173852609,1815.0
49.44442,1.065941,3.0,2023-11-05 15:36:09+00:00,27,143,17.076007473672423,7080.6485217180825,1822.0
49.44438,1.066226,3.6,2023-11-05 15:36:15+00:00,27,144,19.20063063927733,7112.6495727835445,1828.0
49.444372,1.066275,3.8,2023-11-05 15:36:16+00:00,27,145,19.874398014478643,7118.170238898678,1829.0
49.444341,1.066553,3.4,2023-11-05 15:36:22+00:00,27,147,18.662232542752996,7149.273959803266,1835.0
49.444306,1.066855,3.0,2023-11-05 15:36:28+00:00,28,147,20.283334500264434,7183.079517303707,1841.0
49.444298,1.066905,3.0,2023-11-05 15:36:29+00:00,28,147,20.269573224971555,7188.709954310643,1842.0
49.444256,1.067218,2.6,2023-11-05 15:36:36+00:00,28,148,18.059575713966563,7223.82579597669,1849.0
49.44425,1.067265,2.6,2023-11-05 15:36:37+00:00,28,148,18.966816307729072,7229.09435606217,1850.0
49.444198,1.067566,2.2,2023-11-05 15:36:44+00:00,28,149,17.467860226467636,7263.059639835857,1857.0
49.444193,1.067605,2.2,2023-11-05 15:36:45+00:00,28,149,15.739502440342907,7267.431723847063,1858.0
49.444159,1.067894,2.6,2023-11-05 15:36:52+00:00,28,150,16.640682542778638,7299.788606569133,1865.0
49.444152,1.067971,2.6,2023-11-05 15:36:54+00:00,28,150,15.475148130425445,7308.385911086036,1867.0
49.444107,1.068232,2.6,2023-11-05 15:37:00+00:00,28,149,17.669957309379424,7337.835839935002,1873.0
49.444071,1.068516,2.0,2023-11-05 15:37:06+00:00,28,149,19.099183775510998,7369.667812894187,1879.0
49.444056,1.06861,2.2,2023-11-05 15:37:08+00:00,28,149,19.052135768079154,7380.252332765342,1881.0
49.444022,1.068874,2.4,2023-11-05 15:37:14+00:00,28,150,17.75869496069808,7409.850157699839,1887.0
49.443987,1.069086,2.2,2023-11-05 15:37:19+00:00,28,150,17.202465589467355,7433.742471018543,1892.0
49.443944,1.069377,2.4,2023-11-05 15:37:26+00:00,28,150,16.821749814305615,7466.451428990804,1899.0
49.443901,1.069648,2.6,2023-11-05 15:37:33+00:00,28,150,15.691202388239903,7496.962100301271,1906.0
49.443897,1.069686,2.6,2023-11-05 15:37:34+00:00,28,150,15.295478644742253,7501.210844369255,1907.0
49.443869,1.069898,2.8,2023-11-05 15:37:39+00:00,28,150,17.120138545561197,7524.988814571423,1912.0
49.443851,1.070022,2.8,2023-11-05 15:37:42+00:00,28,150,16.719161094047553,7538.9214488164625,1915.0
49.443781,1.070296,2.0,2023-11-05 15:37:49+00:00,28,151,16.17203349423841,7570.367069499704,1922.0
49.443754,1.070432,1.4,2023-11-05 15:37:52+00:00,28,151,18.50105608246962,7585.784616235095,1925.0
49.443725,1.070609,1.6,2023-11-05 15:37:56+00:00,28,151,17.949445264386235,7605.7284443066355,1929.0
49.443657,1.070896,2.4,2023-11-05 15:38:03+00:00,28,148,16.866600436290746,7638.5246118216455,1936.0
49.443646,1.070936,2.4,2023-11-05 15:38:04+00:00,28,149,16.606288381619468,7643.137469705429,1937.0
49.443607,1.071056,2.4,2023-11-05 15:38:07+00:00,28,152,16.83620255959224,7657.167638505089,1940.0
49.443549,1.071263,2.4,2023-11-05 15:38:12+00:00,28,152,17.210521341932488,7681.071140368884,1945.0
49.443496,1.071541,2.4,2023-11-05 15:38:19+00:00,28,152,16.18393223387598,7712.539897490309,1952.0
49.443486,1.071582,2.4,2023-11-05 15:38:20+00:00,28,152,16.893326235540634,7717.232488111293,1953.0
49.443421,1.071862,2.4,2023-11-05 15:38:27+00:00,28,152,16.43770889913665,7749.194699859614,1960.0
